Movie Name,Year of Release,Run Time in minutes,Movie Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description
Life Is Beautiful,1997,116,8.6,723773,59.0,57600000.0,"['Comedy', ' Drama', ' Romance']",PG-13,['Roberto Benigni'],"['Roberto Benigni', 'Nicoletta Braschi', 'Giorgio Cantarini', 'Giustino Durano']","['When', 'an', 'open-minded', 'Jewish', 'waiter', 'and', 'his', 'son', 'become', 'victims', 'of', 'the', 'Holocaust,', 'he', 'uses', 'a', 'perfect', 'mixture', 'of', 'will,', 'humor', 'and', 'imagination', 'to', 'protect', 'his', 'son', 'from', 'the', 'dangers', 'around', 'their', 'camp.']"
Psycho,1960,109,8.5,699966,97.0,32000000.0,"['Horror', ' Mystery', ' Thriller']",R,['Alfred Hitchcock'],"['Anthony Perkins', 'Janet Leigh', 'Vera Miles', 'John Gavin']","['A', 'Phoenix', 'secretary', 'embezzles', '$40,000', 'from', 'her', ""employer's"", 'client,', 'goes', 'on', 'the', 'run', 'and', 'checks', 'into', 'a', 'remote', 'motel', 'run', 'by', 'a', 'young', 'man', 'under', 'the', 'domination', 'of', 'his', 'mother.']"
Cinema Paradiso,1988,155,8.5,274382,80.0,11990000.0,"['Drama', ' Romance']",R,['Giuseppe Tornatore'],"['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili', 'Isa Danieli']","['A', 'filmmaker', 'recalls', 'his', 'childhood', 'when', 'falling', 'in', 'love', 'with', 'the', 'pictures', 'at', 'the', 'cinema', 'of', 'his', 'home', 'village', 'and', 'forms', 'a', 'deep', 'friendship', 'with', 'the', ""cinema's"", 'projectionist.']"
Once Upon a Time in the West,1968,165,8.5,342065,82.0,5320000.0,['Western'],PG-13,['Sergio Leone'],"['Henry Fonda', 'Charles Bronson', 'Claudia Cardinale', 'Jason Robards']","['A', 'mysterious', 'stranger', 'with', 'a', 'harmonica', 'joins', 'forces', 'with', 'a', 'notorious', 'desperado', 'to', 'protect', 'a', 'beautiful', 'widow', 'from', 'a', 'ruthless', 'assassin', 'working', 'for', 'the', 'railroad.']"
Oldboy,2003,120,8.4,612299,78.0,710000.0,"['Action', ' Drama', ' Mystery']",R,['Park Chan-wook'],"['Choi Min-sik', 'Yoo Ji-tae', 'Kang Hye-jeong', 'Kim Byeong-Ok']","['After', 'being', 'kidnapped', 'and', 'imprisoned', 'for', 'fifteen', 'years,', 'Oh', 'Dae-Su', 'is', 'released,', 'only', 'to', 'find', 'that', 'he', 'must', 'find', 'his', 'captor', 'in', 'five', 'days.']"
Amadeus,1984,160,8.4,417725,87.0,51970000.0,"['Biography', ' Drama', ' Music']",R,['Milos Forman'],"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice']","['The', 'life,', 'success', 'and', 'troubles', 'of', 'Wolfgang', 'Amadeus', 'Mozart,', 'as', 'told', 'by', 'Antonio', 'Salieri,', 'the', 'contemporaneous', 'composer', 'who', 'was', 'deeply', 'jealous', 'of', ""Mozart's"", 'talent', 'and', 'claimed', 'to', 'have', 'murdered', 'him.']"
Spider-Man: Into the Spider-Verse,2018,117,8.4,632177,87.0,190240000.0,"['Animation', ' Action', ' Adventure']",PG,"['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']","['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld', 'Mahershala Ali']","['Teen', 'Miles', 'Morales', 'becomes', 'the', 'Spider-Man', 'of', 'his', 'universe', 'and', 'must', 'join', 'with', 'five', 'spider-powered', 'individuals', 'from', 'other', 'dimensions', 'to', 'stop', 'a', 'threat', 'for', 'all', 'realities.']"
Apocalypse Now,1979,147,8.4,692940,94.0,83470000.0,"['Drama', ' Mystery', ' War']",R,['Francis Ford Coppola'],"['Martin Sheen', 'Marlon Brando', 'Robert Duvall', 'Frederic Forrest']","['A', 'U.S.', 'Army', 'officer', 'serving', 'in', 'Vietnam', 'is', 'tasked', 'with', 'assassinating', 'a', 'renegade', 'Special', 'Forces', 'Colonel', 'who', 'sees', 'himself', 'as', 'a', 'god.']"
Coco,2017,105,8.4,556622,81.0,209730000.0,"['Animation', ' Adventure', ' Drama']",PG,"['Lee Unkrich', 'Adrian Molina']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach']","['Aspiring', 'musician', 'Miguel,', 'confronted', 'with', 'his', ""family's"", 'ancestral', 'ban', 'on', 'music,', 'enters', 'the', 'Land', 'of', 'the', 'Dead', 'to', 'find', 'his', 'great-great-grandfather,', 'a', 'legendary', 'singer.']"
Your Name.,2016,106,8.4,300107,81.0,5020000.0,"['Animation', ' Drama', ' Fantasy']",PG,['Makoto Shinkai'],"['Ryunosuke Kamiki', 'Mone Kamishiraishi', 'Ryo Narita', 'Aoi Yûki']","['Two', 'teenagers', 'share', 'a', 'profound,', 'magical', 'connection', 'upon', 'discovering', 'they', 'are', 'swapping', 'bodies.', 'Things', 'manage', 'to', 'become', 'even', 'more', 'complicated', 'when', 'the', 'boy', 'and', 'girl', 'decide', 'to', 'meet', 'in', 'person.']"
The Lives of Others,2006,137,8.4,401874,89.0,11290000.0,"['Drama', ' Mystery', ' Thriller']",R,['Florian Henckel von Donnersmarck'],"['Ulrich Mühe', 'Martina Gedeck', 'Sebastian Koch', 'Ulrich Tukur']","['In', '1984', 'East', 'Berlin,', 'an', 'agent', 'of', 'the', 'secret', 'police,', 'conducting', 'surveillance', 'on', 'a', 'writer', 'and', 'his', 'lover,', 'finds', 'himself', 'becoming', 'increasingly', 'absorbed', 'by', 'their', 'lives.']"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,95,8.4,507326,97.0,280000.0,"['Comedy', ' War']",PG,['Stanley Kubrick'],"['Peter Sellers', 'George C. Scott', 'Sterling Hayden', 'Keenan Wynn']","['An', 'insane', 'American', 'general', 'orders', 'a', 'bombing', 'attack', 'on', 'the', 'Soviet', 'Union,', 'triggering', 'a', 'path', 'to', 'nuclear', 'holocaust', 'that', 'a', 'war', 'room', 'full', 'of', 'politicians', 'and', 'generals', 'frantically', 'tries', 'to', 'stop.']"
Capernaum,2018,126,8.4,99464,75.0,1660000.0,['Drama'],R,['Nadine Labaki'],"['Zain Al Rafeea', 'Yordanos Shiferaw', 'Boluwatife Treasure Bankole', 'Kawsar Al Haddad']","['While', 'serving', 'a', 'five-year', 'sentence', 'for', 'a', 'violent', 'crime,', 'a', '12-year-old', 'boy', 'sues', 'his', 'parents', 'for', 'neglect.']"
Das Boot,1981,149,8.4,259139,86.0,11490000.0,"['Drama', ' War']",R,['Wolfgang Petersen'],"['Jürgen Prochnow', 'Herbert Grönemeyer', 'Klaus Wennemann', 'Hubertus Bengsch']","['A', 'German', 'U-boat', 'stalks', 'the', 'frigid', 'waters', 'of', 'the', 'North', 'Atlantic', 'as', 'its', 'young', 'crew', 'experience', 'the', 'sheer', 'terror', 'and', 'claustrophobic', 'life', 'of', 'a', 'submariner', 'in', 'World', 'War', 'II.']"
Black Friday,2004,143,8.4,21686,76.0,30000.0,"['Action', ' Crime', ' Drama']",Not Rated,['Anurag Kashyap'],"['Kay Kay Menon', 'Pawan Malhotra', 'Aditya Srivastav', 'Dibyendu Bhattacharya']","['A', 'film', 'about', 'the', 'investigations', 'following', 'the', '1993', 'serial', 'Bombay', 'bomb', 'blasts,', 'told', 'through', 'the', 'different', 'stories', 'of', 'the', 'people', 'involved', '--police,', 'conspirators,', 'victims,', 'middlemen.']"
2001: A Space Odyssey,1968,149,8.3,699561,84.0,56950000.0,"['Adventure', ' Sci-Fi']",G,['Stanley Kubrick'],"['Keir Dullea', 'Gary Lockwood', 'William Sylvester', 'Daniel Richter']","['After', 'uncovering', 'a', 'mysterious', 'artifact', 'buried', 'beneath', 'the', 'Lunar', 'surface,', 'a', 'spacecraft', 'is', 'sent', 'to', 'Jupiter', 'to', 'find', 'its', 'origins:', 'a', 'spacecraft', 'manned', 'by', 'two', 'men', 'and', 'the', 'supercomputer', 'HAL', '9000.']"
The Hunt,2012,115,8.3,350614,77.0,690000.0,['Drama'],R,['Thomas Vinterberg'],"['Mads Mikkelsen', 'Thomas Bo Larsen', 'Annika Wedderkopp', 'Lasse Fogelstrøm']","['A', 'teacher', 'lives', 'a', 'lonely', 'life,', 'all', 'the', 'while', 'struggling', 'over', 'his', ""son's"", 'custody.', 'His', 'life', 'slowly', 'gets', 'better', 'as', 'he', 'finds', 'love', 'and', 'receives', 'good', 'news', 'from', 'his', 'son,', 'but', 'his', 'new', 'luck', 'is', 'about', 'to', 'be', 'brutally', 'shattered', 'by', 'an', 'innocent', 'little', 'lie.']"
Incendies,2010,131,8.3,189661,80.0,6860000.0,"['Drama', ' Mystery', ' War']",R,['Denis Villeneuve'],"['Lubna Azabal', 'Mélissa Désormeaux-Poulin', 'Maxim Gaudette', 'Mustafa Kamel']","['Twins', 'journey', 'to', 'the', 'Middle', 'East', 'to', 'discover', 'their', 'family', 'history', 'and', 'fulfill', 'their', ""mother's"", 'last', 'wishes.']"
Princess Mononoke,1997,134,8.3,416606,76.0,2380000.0,"['Animation', ' Action', ' Adventure']",PG-13,['Hayao Miyazaki'],"['Yôji Matsuda', 'Yuriko Ishida', 'Yûko Tanaka', 'Billy Crudup']","['On', 'a', 'journey', 'to', 'find', 'the', 'cure', 'for', 'a', ""Tatarigami's"", 'curse,', 'Ashitaka', 'finds', 'himself', 'in', 'the', 'middle', 'of', 'a', 'war', 'between', 'the', 'forest', 'gods', 'and', 'Tatara,', 'a', 'mining', 'colony.', 'In', 'this', 'quest', 'he', 'also', 'meets', 'San,', 'the', 'Mononoke', 'Hime.']"
Vertigo,1958,128,8.3,417160,100.0,3200000.0,"['Mystery', ' Romance', ' Thriller']",PG,['Alfred Hitchcock'],"['James Stewart', 'Kim Novak', 'Barbara Bel Geddes', 'Tom Helmore']","['A', 'former', 'San', 'Francisco', 'police', 'detective', 'juggles', 'wrestling', 'with', 'his', 'personal', 'demons', 'and', 'becoming', 'obsessed', 'with', 'the', 'hauntingly', 'beautiful', 'woman', 'he', 'has', 'been', 'hired', 'to', 'trail,', 'who', 'may', 'be', 'deeply', 'disturbed.']"
The Apartment,1960,125,8.3,190504,94.0,18600000.0,"['Comedy', ' Drama', ' Romance']",Approved,['Billy Wilder'],"['Jack Lemmon', 'Shirley MacLaine', 'Fred MacMurray', 'Ray Walston']","['A', 'Manhattan', 'insurance', 'clerk', 'tries', 'to', 'rise', 'in', 'his', 'company', 'by', 'letting', 'its', 'executives', 'use', 'his', 'apartment', 'for', 'trysts,', 'but', 'complications', 'and', 'a', 'romance', 'of', 'his', 'own', 'ensue.']"
The Sting,1973,129,8.3,273190,83.0,159600000.0,"['Comedy', ' Crime', ' Drama']",PG,['George Roy Hill'],"['Paul Newman', 'Robert Redford', 'Robert Shaw', 'Charles Durning']","['Two', 'grifters', 'team', 'up', 'to', 'pull', 'off', 'the', 'ultimate', 'con.']"
North by Northwest,1959,136,8.3,339059,98.0,13280000.0,"['Action', ' Adventure', ' Mystery']",Approved,['Alfred Hitchcock'],"['Cary Grant', 'Eva Marie Saint', 'James Mason', 'Jessie Royce Landis']","['A', 'New', 'York', 'City', 'advertising', 'executive', 'goes', 'on', 'the', 'run', 'after', 'being', 'mistaken', 'for', 'a', 'government', 'agent', 'by', 'a', 'group', 'of', 'foreign', 'spies,', 'and', 'falls', 'for', 'a', 'woman', 'whose', 'loyalties', 'he', 'begins', 'to', 'doubt.']"
A Separation,2011,123,8.3,253151,95.0,7100000.0,['Drama'],PG-13,['Asghar Farhadi'],"['Payman Maadi', 'Leila Hatami', 'Sareh Bayat', 'Shahab Hosseini']","['A', 'married', 'couple', 'are', 'faced', 'with', 'a', 'difficult', 'decision', '-', 'to', 'improve', 'the', 'life', 'of', 'their', 'child', 'by', 'moving', 'to', 'another', 'country', 'or', 'to', 'stay', 'in', 'Iran', 'and', 'look', 'after', 'a', 'deteriorating', 'parent', 'who', 'has', ""Alzheimer's"", 'disease.']"
Howl's Moving Castle,2004,119,8.2,425490,82.0,4710000.0,"['Animation', ' Adventure', ' Family']",PG,['Hayao Miyazaki'],"['Chieko Baishô', 'Takuya Kimura', 'Tatsuya Gashûin', 'Akihiro Miwa']","['When', 'an', 'unconfident', 'young', 'woman', 'is', 'cursed', 'with', 'an', 'old', 'body', 'by', 'a', 'spiteful', 'witch,', 'her', 'only', 'chance', 'of', 'breaking', 'the', 'spell', 'lies', 'with', 'a', 'self-indulgent', 'yet', 'insecure', 'young', 'wizard', 'and', 'his', 'companions', 'in', 'his', 'legged,', 'walking', 'castle.']"
There Will Be Blood,2007,158,8.2,620171,93.0,40220000.0,['Drama'],R,['Paul Thomas Anderson'],"['Daniel Day-Lewis', 'Paul Dano', 'Ciarán Hinds', 'Martin Stringer']","['A', 'story', 'of', 'family,', 'religion,', 'hatred,', 'oil', 'and', 'madness,', 'focusing', 'on', 'a', 'turn-of-the-century', 'prospector', 'in', 'the', 'early', 'days', 'of', 'the', 'business.']"
The Thing,1982,109,8.2,448363,57.0,13780000.0,"['Horror', ' Mystery', ' Sci-Fi']",16+,['John Carpenter'],"['Kurt Russell', 'Wilford Brimley', 'Keith David', 'Richard Masur']","['A', 'research', 'team', 'in', 'Antarctica', 'is', 'hunted', 'by', 'a', 'shape-shifting', 'alien', 'that', 'assumes', 'the', 'appearance', 'of', 'its', 'victims.']"
Green Book,2018,130,8.2,536795,69.0,85080000.0,"['Biography', ' Comedy', ' Drama']",PG-13,['Peter Farrelly'],"['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini', 'Sebastian Maniscalco']","['A', 'working-class', 'Italian-American', 'bouncer', 'becomes', 'the', 'driver', 'for', 'an', 'African-American', 'classical', 'pianist', 'on', 'a', 'tour', 'of', 'venues', 'through', 'the', '1960s', 'American', 'South.']"
1917,2019,119,8.2,643657,78.0,159230000.0,"['Action', ' Drama', ' War']",R,['Sam Mendes'],"['Dean-Charles Chapman', 'George MacKay', 'Daniel Mays', 'Colin Firth']","['April', '6th,', '1917.', 'As', 'an', 'infantry', 'battalion', 'assembles', 'to', 'wage', 'war', 'deep', 'in', 'enemy', 'territory,', 'two', 'soldiers', 'are', 'assigned', 'to', 'race', 'against', 'time', 'and', 'deliver', 'a', 'message', 'that', 'will', 'stop', '1,600', 'men', 'from', 'walking', 'straight', 'into', 'a', 'deadly', 'trap.']"
Pan's Labyrinth,2006,118,8.2,689518,98.0,37630000.0,"['Drama', ' Fantasy', ' War']",R,['Guillermo del Toro'],"['Ivana Baquero', 'Ariadna Gil', 'Sergi López', 'Maribel Verdú']","['In', 'the', 'Falangist', 'Spain', 'of', '1944,', 'the', 'bookish', 'young', 'stepdaughter', 'of', 'a', 'sadistic', 'army', 'officer', 'escapes', 'into', 'an', 'eerie', 'but', 'captivating', 'fantasy', 'world.']"
L.A. Confidential,1997,138,8.2,602080,91.0,64620000.00000001,"['Crime', ' Drama', ' Mystery']",R,['Curtis Hanson'],"['Kevin Spacey', 'Russell Crowe', 'Guy Pearce', 'Kim Basinger']","['As', 'corruption', 'grows', 'in', '1950s', 'Los', 'Angeles,', 'three', 'policemen', '-', 'one', 'strait-laced,', 'one', 'brutal,', 'and', 'one', 'sleazy', '-', 'investigate', 'a', 'series', 'of', 'murders', 'with', 'their', 'own', 'brand', 'of', 'justice.']"
Downfall,2004,156,8.2,367415,82.0,5510000.0,"['Biography', ' Drama', ' History']",R,['Oliver Hirschbiegel'],"['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes', 'Juliane Köhler']","['Traudl', 'Junge,', 'the', 'final', 'secretary', 'for', 'Adolf', 'Hitler,', 'tells', 'of', 'the', 'Nazi', ""dictator's"", 'final', 'days', 'in', 'his', 'Berlin', 'bunker', 'at', 'the', 'end', 'of', 'WWII.']"
Unforgiven,1992,130,8.2,426835,85.0,101160000.0,"['Drama', ' Western']",R,['Clint Eastwood'],"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris']","['Retired', 'Old', 'West', 'gunslinger', 'William', 'Munny', 'reluctantly', 'takes', 'on', 'one', 'last', 'job,', 'with', 'the', 'help', 'of', 'his', 'old', 'partner', 'Ned', 'Logan', 'and', 'a', 'young', 'man,', 'The', '""Schofield', 'Kid.""']"
Monty Python and the Holy Grail,1975,91,8.2,559051,91.0,1230000.0,"['Adventure', ' Comedy', ' Fantasy']",PG,"['Terry Gilliam', 'Terry Jones']","['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam']","['King', 'Arthur', 'and', 'his', 'Knights', 'of', 'the', 'Round', 'Table', 'embark', 'on', 'a', 'surreal,', 'low-budget', 'search', 'for', 'the', 'Holy', 'Grail,', 'encountering', 'many,', 'very', 'silly', 'obstacles.']"
The Secret in Their Eyes,2009,129,8.2,217388,80.0,6390000.0,"['Drama', ' Mystery', ' Romance']",R,['Juan José Campanella'],"['Ricardo Darín', 'Soledad Villamil', 'Pablo Rago', 'Carla Quevedo']","['A', 'retired', 'legal', 'counselor', 'writes', 'a', 'novel', 'hoping', 'to', 'find', 'closure', 'for', 'one', 'of', 'his', 'past', 'unresolved', 'homicide', 'cases', 'and', 'for', 'his', 'unreciprocated', 'love', 'with', 'his', 'superior', '-', 'both', 'of', 'which', 'still', 'haunt', 'him', 'decades', 'later.']"
Some Like It Hot,1959,121,8.2,277309,98.0,25000000.0,"['Comedy', ' Music', ' Romance']",Passed,['Billy Wilder'],"['Marilyn Monroe', 'Tony Curtis', 'Jack Lemmon', 'George Raft']","['After', 'two', 'male', 'musicians', 'witness', 'a', 'mob', 'hit,', 'they', 'flee', 'the', 'state', 'in', 'an', 'all-female', 'band', 'disguised', 'as', 'women,', 'but', 'further', 'complications', 'set', 'in.']"
Ran,1985,160,8.2,132162,97.0,4140000.0,"['Action', ' Drama', ' War']",R,['Akira Kurosawa'],"['Tatsuya Nakadai', 'Akira Terao', 'Jinpachi Nezu', 'Daisuke Ryû']","['In', 'Medieval', 'Japan,', 'an', 'elderly', 'warlord', 'retires,', 'handing', 'over', 'his', 'empire', 'to', 'his', 'three', 'sons.', 'However,', 'he', 'vastly', 'underestimates', 'how', 'the', 'new-found', 'power', 'will', 'corrupt', 'them', 'and', 'cause', 'them', 'to', 'turn', 'on', 'each', 'other...and', 'him.']"
For a Few Dollars More,1965,132,8.2,267551,74.0,15000000.0,"['Drama', ' Western']",R,['Sergio Leone'],"['Clint Eastwood', 'Lee Van Cleef', 'Gian Maria Volontè', 'Mara Krupp']","['Two', 'bounty', 'hunters', 'with', 'the', 'same', 'intentions', 'team', 'up', 'to', 'track', 'down', 'an', 'escaped', 'Mexican', 'outlaw.']"
Demon Slayer: Kimetsu no Yaiba - The Movie: Mugen Train,2020,117,8.2,68163,72.0,47700000.0,"['Animation', ' Action', ' Adventure']",R,['Haruo Sotozaki'],"['Natsuki Hanae', 'Akari Kitô', 'Yoshitsugu Matsuoka', 'Hiro Shimono']","['After', 'his', 'family', 'was', 'brutally', 'murdered', 'and', 'his', 'sister', 'turned', 'into', 'a', 'demon,', 'Tanjiro', ""Kamado's"", 'journey', 'as', 'a', 'demon', 'slayer', 'began.', 'Tanjiro', 'and', 'his', 'comrades', 'embark', 'on', 'a', 'new', 'mission', 'aboard', 'the', 'Mugen', 'Train,', 'on', 'track', 'to', 'despair.']"
Children of Heaven,1997,89,8.2,78367,77.0,930000.0,"['Drama', ' Family', ' Sport']",PG,['Majid Majidi'],"['Mohammad Amir Naji', 'Amir Farrokh Hashemian', 'Bahare Seddiqi', 'Nafise Jafar-Mohammadi']","['After', 'a', 'boy', 'loses', 'his', ""sister's"", 'pair', 'of', 'shoes,', 'he', 'goes', 'on', 'a', 'series', 'of', 'adventures', 'in', 'order', 'to', 'find', 'them.', 'When', 'he', ""can't,"", 'he', 'tries', 'a', 'new', 'way', 'to', '""win""', 'a', 'new', 'pair.']"
Z,1969,127,8.2,30564,86.0,80000.0,"['Crime', ' Drama', ' Thriller']",M/PG,['Costa-Gavras'],"['Yves Montand', 'Irene Papas', 'Jean-Louis Trintignant', 'François Périer']","['The', 'public', 'murder', 'of', 'a', 'prominent', 'politician', 'and', 'doctor', 'amid', 'a', 'violent', 'demonstration', 'is', 'covered', 'up', 'by', 'military', 'and', 'government', 'officials.', 'A', 'tenacious', 'magistrate', 'is', 'determined', 'not', 'to', 'let', 'them', 'get', 'away', 'with', 'it.']"
Close-Up,1990,98,8.2,21880,92.0,0.0,"['Biography', ' Crime', ' Drama']",Not Rated,['Abbas Kiarostami'],"['Hossain Sabzian', 'Mohsen Makhmalbaf', 'Abolfazl Ahankhah', 'Mehrdad Ahankhah']","['The', 'true', 'story', 'of', 'Hossain', 'Sabzian,', 'a', 'cinephile', 'who', 'impersonated', 'the', 'director', 'Mohsen', 'Makhmalbaf', 'to', 'convince', 'a', 'family', 'they', 'would', 'star', 'in', 'his', 'so-called', 'new', 'film.']"
The Exorcist,1973,122,8.1,434150,82.0,232910000.0,['Horror'],R,['William Friedkin'],"['Ellen Burstyn', 'Max von Sydow', 'Linda Blair', 'Lee J. Cobb']","['When', 'a', 'young', 'girl', 'is', 'possessed', 'by', 'a', 'mysterious', 'entity,', 'her', 'mother', 'seeks', 'the', 'help', 'of', 'two', 'priests', 'to', 'save', 'her', 'daughter.']"
Stand by Me,1986,89,8.1,427630,75.0,52290000.0,"['Adventure', ' Comedy', ' Drama']",R,['Rob Reiner'],"['Wil Wheaton', 'River Phoenix', 'Corey Feldman', ""Jerry O'Connell""]","['After', 'the', 'death', 'of', 'one', 'of', 'his', 'friends,', 'a', 'writer', 'recounts', 'a', 'childhood', 'journey', 'with', 'his', 'friends', 'to', 'find', 'the', 'body', 'of', 'a', 'missing', 'boy.']"
Hacksaw Ridge,2016,139,8.1,568895,71.0,67210000.0,"['Biography', ' Drama', ' History']",R,['Mel Gibson'],"['Andrew Garfield', 'Sam Worthington', 'Luke Bracey', 'Teresa Palmer']","['World', 'War', 'II', 'American', 'Army', 'Medic', 'Desmond', 'T.', 'Doss,', 'serving', 'during', 'the', 'Battle', 'of', 'Okinawa,', 'refuses', 'to', 'kill', 'people', 'and', 'becomes', 'the', 'first', 'man', 'in', 'American', 'history', 'to', 'receive', 'the', 'Medal', 'of', 'Honor', 'without', 'firing', 'a', 'shot.']"
"Three Billboards Outside Ebbing, Missouri",2017,115,8.1,537112,88.0,54510000.0,"['Comedy', ' Crime', ' Drama']",R,['Martin McDonagh'],"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell', 'Caleb Landry Jones']","['A', 'mother', 'personally', 'challenges', 'the', 'local', 'authorities', 'to', 'solve', 'her', ""daughter's"", 'murder', 'when', 'they', 'fail', 'to', 'catch', 'the', 'culprit.']"
Fargo,1996,98,8.1,703938,86.0,24610000.0,"['Crime', ' Thriller']",R,"['Joel Coen', 'Ethan Coen']","['William H. Macy', 'Frances McDormand', 'Steve Buscemi', 'Peter Stormare']","['Minnesota', 'car', 'salesman', 'Jerry', ""Lundegaard's"", 'inept', 'crime', 'falls', 'apart', 'due', 'to', 'his', 'and', 'his', ""henchmen's"", 'bungling', 'and', 'the', 'persistent', 'police', 'work', 'of', 'the', 'quite', 'pregnant', 'Marge', 'Gunderson.']"
Dead Poets Society,1989,128,8.1,523186,79.0,95860000.0,"['Comedy', ' Drama']",PG,['Peter Weir'],"['Robin Williams', 'Robert Sean Leonard', 'Ethan Hawke', 'Josh Charles']","['Maverick', 'teacher', 'John', 'Keating', 'returns', 'in', '1959', 'to', 'the', 'prestigious', 'New', 'England', ""boys'"", 'boarding', 'school', 'where', 'he', 'was', 'once', 'a', 'star', 'student,', 'using', 'poetry', 'to', 'embolden', 'his', 'pupils', 'to', 'new', 'heights', 'of', 'self-expression.']"
Ford v Ferrari,2019,152,8.1,438351,81.0,117620000.0,"['Action', ' Biography', ' Drama']",PG-13,['James Mangold'],"['Matt Damon', 'Christian Bale', 'Jon Bernthal', 'Caitríona Balfe']","['American', 'car', 'designer', 'Carroll', 'Shelby', 'and', 'driver', 'Ken', 'Miles', 'battle', 'corporate', 'interference', 'and', 'the', 'laws', 'of', 'physics', 'to', 'build', 'a', 'revolutionary', 'race', 'car', 'for', 'Ford', 'in', 'order', 'to', 'defeat', 'Ferrari', 'at', 'the', '24', 'Hours', 'of', 'Le', 'Mans', 'in', '1966.']"
The Handmaiden,2016,145,8.1,163305,85.0,2010000.0,"['Drama', ' Romance', ' Thriller']",Not Rated,['Park Chan-wook'],"['Kim Min-hee', 'Ha Jung-woo', 'Cho Jin-woong', 'Moon So-ri']","['A', 'woman', 'is', 'hired', 'as', 'a', 'handmaiden', 'to', 'a', 'Japanese', 'heiress,', 'but', 'secretly', 'she', 'is', 'involved', 'in', 'a', 'plot', 'to', 'defraud', 'her.']"
The Help,2011,146,8.1,480309,62.0,169710000.0,['Drama'],PG-13,['Tate Taylor'],"['Viola Davis', 'Emma Stone', 'Octavia Spencer', 'Bryce Dallas Howard']","['An', 'aspiring', 'author', 'during', 'the', 'civil', 'rights', 'movement', 'of', 'the', '1960s', 'decides', 'to', 'write', 'a', 'book', 'detailing', 'the', 'African', 'American', ""maids'"", 'point', 'of', 'view', 'on', 'the', 'white', 'families', 'for', 'which', 'they', 'work,', 'and', 'the', 'hardships', 'they', 'go', 'through', 'on', 'a', 'daily', 'basis.']"
Into the Wild,2007,148,8.1,643907,73.0,18350000.0,"['Adventure', ' Biography', ' Drama']",R,['Sean Penn'],"['Emile Hirsch', 'Vince Vaughn', 'Catherine Keener', 'Marcia Gay Harden']","['After', 'graduating', 'from', 'Emory', 'University,', 'top', 'student', 'and', 'athlete', 'Christopher', 'McCandless', 'abandons', 'his', 'possessions,', 'gives', 'his', 'entire', '$24,000', 'savings', 'account', 'to', 'charity', 'and', 'hitchhikes', 'to', 'Alaska', 'to', 'live', 'in', 'the', 'wilderness.', 'Along', 'the', 'way,', 'Christopher', 'encounters', 'a', 'series', 'of', 'characters', 'that', 'shape', 'his', 'life.']"
Trainspotting,1996,93,8.1,710439,83.0,16500000.0,['Drama'],R,['Danny Boyle'],"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd']","['Renton,', 'deeply', 'immersed', 'in', 'the', 'Edinburgh', 'drug', 'scene,', 'tries', 'to', 'clean', 'up', 'and', 'get', 'out,', 'despite', 'the', 'allure', 'of', 'the', 'drugs', 'and', 'influence', 'of', 'friends.']"
Rush,2013,123,8.1,500281,74.0,26950000.0,"['Action', ' Biography', ' Drama']",R,['Ron Howard'],"['Daniel Brühl', 'Chris Hemsworth', 'Olivia Wilde', 'Alexandra Maria Lara']","['The', 'merciless', '1970s', 'rivalry', 'between', 'Formula', 'One', 'rivals', 'James', 'Hunt', 'and', 'Niki', 'Lauda.']"
Memories of Murder,2003,132,8.1,203897,82.0,10000.0,"['Crime', ' Drama', ' Mystery']",Not Rated,['Bong Joon Ho'],"['Song Kang-ho', 'Kim Sang-kyung', 'Roe-ha Kim', 'Jae-ho Song']","['In', 'a', 'small', 'Korean', 'province', 'in', '1986,', 'two', 'detectives', 'struggle', 'with', 'the', 'case', 'of', 'multiple', 'young', 'women', 'being', 'found', 'raped', 'and', 'murdered', 'by', 'an', 'unknown', 'culprit.']"
Rocky,1976,120,8.1,610802,70.0,117240000.0,"['Drama', ' Sport']",PG,['John G. Avildsen'],"['Sylvester Stallone', 'Talia Shire', 'Burt Young', 'Carl Weathers']","['A', 'small-time', 'Philadelphia', 'boxer', 'gets', 'a', 'supremely', 'rare', 'chance', 'to', 'fight', 'the', 'world', 'heavyweight', 'champion', 'in', 'a', 'bout', 'in', 'which', 'he', 'strives', 'to', 'go', 'the', 'distance', 'for', 'his', 'self-respect.']"
