Movie Name,Year of Release,Run Time in minutes,Movie Rating,Votes,MetaScore,Gross,Genre,Certification,Director,Stars,Description
Romance,1999,84,5.2,11661,49.0,1280000.0,"['Drama', ' Romance']",R,['Catherine Breillat'],"['Caroline Ducey', 'Sagamore Stévenin', 'François Berléand', 'Rocco Siffredi']","['Frustrated', 'by', 'the', 'lack', 'of', 'intimacy', 'in', 'her', 'relationship,', 'a', 'young', 'schoolteacher', 'goes', 'through', 'a', 'series', 'of', 'intimidating', 'and', 'often', 'violent', 'sexual', 'partners.']"
Spawn,1997,96,5.2,71129,34.0,54970000.0,"['Action', ' Crime', ' Drama']",PG-13,['Mark A.Z. Dippé'],"['Michael Jai White', 'John Leguizamo', 'Martin Sheen', 'Theresa Randle']","['An', 'elite', 'mercenary', 'is', 'killed,', 'but', 'comes', 'back', 'from', 'Hell', 'as', 'a', 'reluctant', 'soldier', 'of', 'the', 'Devil.']"
The Covenant,2006,97,5.2,51392,19.0,23290000.0,"['Action', ' Adventure', ' Fantasy']",PG-13,['Renny Harlin'],"['Steven Strait', 'Sebastian Stan', 'Toby Hemingway', 'Taylor Kitsch']","['Four', 'young', 'men', 'who', 'belong', 'to', 'a', 'New', 'England', 'supernatural', 'legacy', 'are', 'forced', 'to', 'battle', 'a', 'fifth', 'power', 'long', 'thought', 'to', 'have', 'died', 'out.', 'Meanwhile,', 'jealousy', 'and', 'suspicion', 'threaten', 'to', 'tear', 'them', 'apart.']"
Resident Evil: Welcome to Raccoon City,2021,107,5.2,60695,44.0,17000000.0,"['Action', ' Horror', ' Sci-Fi']",R,['Johannes Roberts'],"['Kaya Scodelario', 'Robbie Amell', 'Hannah John-Kamen', 'Tom Hopper']","['Set', 'in', '1998,', 'this', 'origin', 'story', 'explores', 'the', 'secrets', 'of', 'the', 'mysterious', 'Spencer', 'Mansion', 'and', 'the', 'ill-fated', 'Raccoon', 'City.']"
A Nightmare on Elm Street,2010,95,5.2,105074,35.0,63080000.0,"['Crime', ' Drama', ' Horror']",R,['Samuel Bayer'],"['Jackie Earle Haley', 'Rooney Mara', 'Kyle Gallner', 'Katie Cassidy']","['The', 'spectre', 'of', 'a', 'disfigured', 'man', 'haunts', 'the', 'children', 'of', 'the', 'parents', 'who', 'murdered', 'him,', 'stalking', 'and', 'killing', 'them', 'in', 'their', 'dreams.']"
Morbius,2022,104,5.2,142533,35.0,73870000.0,"['Action', ' Adventure', ' Horror']",PG-13,['Daniel Espinosa'],"['Jared Leto', 'Matt Smith', 'Adria Arjona', 'Jared Harris']","['Biochemist', 'Michael', 'Morbius', 'tries', 'to', 'cure', 'himself', 'of', 'a', 'rare', 'blood', 'disease,', 'but', 'he', 'inadvertently', 'infects', 'himself', 'with', 'a', 'form', 'of', 'vampirism', 'instead.']"
Transformers: The Last Knight,2017,154,5.2,164230,27.0,130170000.0,"['Action', ' Adventure', ' Sci-Fi']",PG-13,['Michael Bay'],"['Mark Wahlberg', 'Anthony Hopkins', 'Josh Duhamel', 'Laura Haddock']","['A', 'deadly', 'threat', 'from', ""Earth's"", 'history', 'reappears', 'and', 'a', 'hunt', 'for', 'a', 'lost', 'artifact', 'takes', 'place', 'between', 'Autobots', 'and', 'Decepticons,', 'while', 'Optimus', 'Prime', 'encounters', 'his', 'creator', 'in', 'space.']"
Hellboy,2019,120,5.2,95470,31.0,21900000.0,"['Action', ' Adventure', ' Fantasy']",R,['Neil Marshall'],"['David Harbour', 'Milla Jovovich', 'Ian McShane', 'Sasha Lane']","['Caught', 'between', 'the', 'worlds', 'of', 'the', 'supernatural', 'and', 'human,', 'Hellboy', 'battles', 'an', 'ancient', 'sorceress', 'bent', 'on', 'revenge.']"
Tom and Jerry,2021,101,5.2,38376,32.0,46540000.0,"['Animation', ' Adventure', ' Comedy']",PG,['Tim Story'],"['Chloë Grace Moretz', 'Michael Peña', 'Colin Jost', 'Tom']","['A', 'chaotic', 'battle', 'ensues', 'between', 'Jerry', 'Mouse,', 'who', 'has', 'taken', 'refuge', 'in', 'the', 'Royal', 'Gate', 'Hotel,', 'and', 'Tom', 'Cat,', 'who', 'is', 'hired', 'to', 'drive', 'him', 'away', 'before', 'the', 'day', 'of', 'a', 'big', 'wedding', 'arrives.']"
Truth or Dare,2018,100,5.2,60923,35.0,41410000.0,"['Horror', ' Thriller']",PG-13,['Jeff Wadlow'],"['Lucy Hale', 'Tyler Posey', 'Violett Beane', 'Hayden Szeto']","['A', 'harmless', 'game', 'of', 'Truth', 'or', 'Dare', 'among', 'friends', 'turns', 'deadly', 'when', 'someone', '-', 'or', 'something', '-', 'begins', 'to', 'punish', 'those', 'who', 'tell', 'a', 'lie', 'or', 'refuse', 'the', 'dare.']"
The Bad Batch,2016,118,5.2,34391,62.0,180000.0,"['Action', ' Horror', ' Mystery']",R,['Ana Lily Amirpour'],"['Suki Waterhouse', 'Jason Momoa', 'Jayda Fink', 'Keanu Reeves']","['In', 'a', 'desert', 'dystopia,', 'a', 'young', 'woman', 'is', 'kidnapped', 'by', 'cannibals.']"
The 5th Wave,2016,112,5.2,114796,33.0,34920000.0,"['Action', ' Adventure', ' Sci-Fi']",PG-13,['J Blakeson'],"['Chloë Grace Moretz', 'Matthew Zuk', 'Gabriela Lopez', 'Bailey Anne Borders']","['Four', 'waves', 'of', 'increasingly', 'deadly', 'alien', 'attacks', 'have', 'left', 'most', 'of', 'Earth', 'in', 'ruin.', 'Cassie', 'is', 'on', 'the', 'run,', 'desperately', 'trying', 'to', 'save', 'her', 'younger', 'brother.']"
The Sweetest Thing,2002,84,5.2,61285,32.0,24720000.0,"['Comedy', ' Romance']",R,['Roger Kumble'],"['Cameron Diaz', 'Thomas Jane', 'Christina Applegate', 'Lillian Adams']","['Christina', 'Walters', 'spent', 'years', 'avoiding', 'men,', 'then', 'suddenly', 'met', 'her', 'perfect', 'match', 'while', 'hanging', 'with', 'her', 'best', 'friends,', 'Courtney', 'and', 'Jane.', 'When', 'she', 'finds', 'out', 'that', 'he', 'has', 'left', 'town,', 'she', 'and', 'Courtney', 'set', 'out', 'on', 'a', 'trip.']"
Queen of the Damned,2002,101,5.2,58750,30.0,30340000.0,"['Drama', ' Fantasy', ' Horror']",R,['Michael Rymer'],"['Aaliyah', 'Stuart Townsend', 'Marguerite Moreau', 'Vincent Perez']","['In', 'this', 'loose', 'sequel', 'to', 'Interview', 'with', 'the', 'Vampire:', 'The', 'Vampire', 'Chronicles', '(1994),', 'the', 'vampire', 'Lestat', 'becomes', 'a', 'rock', 'star', 'whose', 'music', 'wakes', 'up', 'the', 'equally', 'beautiful', 'and', 'monstrous', 'queen', 'of', 'all', 'vampires.']"
Doom,2005,105,5.2,117136,34.0,28210000.0,"['Action', ' Horror', ' Sci-Fi']",R,['Andrzej Bartkowiak'],"['Karl Urban', 'Rosamund Pike', 'Dwayne Johnson', 'Deobia Oparei']","['Space', 'Marines', 'are', 'sent', 'to', 'investigate', 'strange', 'events', 'at', 'a', 'research', 'facility', 'on', 'Mars', 'but', 'find', 'themselves', 'at', 'the', 'mercy', 'of', 'genetically', 'enhanced', 'killing', 'machines.']"
Monster Hunter,2020,103,5.2,65353,47.0,15160000.0,"['Action', ' Adventure', ' Fantasy']",PG-13,['Paul W.S. Anderson'],"['Milla Jovovich', 'Tony Jaa', 'Ron Perlman', ""Tip 'T.I.' Harris""]","['When', 'Cpt.', 'Artemis', 'and', 'her', 'loyal', 'soldiers', 'are', 'transported', 'to', 'a', 'new', 'world,', 'they', 'engage', 'in', 'a', 'desperate', 'battle', 'for', 'survival', 'against', 'enormous', 'enemies', 'with', 'incredible', 'powers.', 'Feature', 'film', 'based', 'on', 'the', 'video', 'game', 'by', 'Capcom.']"
Scooby-Doo 2: Monsters Unleashed,2004,93,5.2,62585,34.0,84220000.0,"['Adventure', ' Comedy', ' Family']",PG,['Raja Gosnell'],"['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard', 'Linda Cardellini']","['The', 'Mystery', 'Inc.', 'gang', 'must', 'save', 'Coolsville', 'from', 'an', 'attack', 'of', 'their', 'past', 'monsters', 'brought', 'to', 'life', 'by', 'an', 'evil', 'masked', 'figure', 'trying', 'to', 'take', 'down', 'the', 'gang.']"
The Mummy: Tomb of the Dragon Emperor,2008,112,5.2,167847,31.0,102490000.0,"['Action', ' Adventure', ' Fantasy']",PG-13,['Rob Cohen'],"['Brendan Fraser', 'Jet Li', 'Maria Bello', 'Michelle Yeoh']","['In', 'the', 'Far', 'East,', 'Alex', ""O'Connell,"", 'the', 'son', 'of', 'famed', 'mummy', 'fighters', 'Rick', 'and', 'Evy', ""O'Connell,"", 'unearths', 'the', 'mummy', 'of', 'the', 'first', 'Emperor', 'of', 'Qin', '--', 'a', 'shape-shifting', 'entity', 'cursed', 'by', 'a', 'witch', 'centuries', 'ago.']"
Alvin and the Chipmunks,2007,92,5.2,91875,39.0,217330000.0,"['Animation', ' Adventure', ' Comedy']",PG,['Tim Hill'],"['Jason Lee', 'Ross Bagdasarian Jr.', 'Janice Karman', 'David Cross']","['Three', 'musical', 'chipmunks', 'are', 'discovered', 'by', 'an', 'aspiring', 'songwriter', 'who', 'wants', 'to', 'use', 'their', 'amazing', 'singing', 'abilities', 'to', 'become', 'famous.']"
xXx: Return of Xander Cage,2017,107,5.2,95719,42.0,44900000.0,"['Action', ' Adventure', ' Thriller']",PG-13,['D.J. Caruso'],"['Vin Diesel', 'Donnie Yen', 'Deepika Padukone', 'Kris Wu']","['Xander', 'Cage', 'is', 'left', 'for', 'dead', 'after', 'an', 'incident,', 'though', 'he', 'secretly', 'returns', 'to', 'action', 'for', 'a', 'new,', 'tough', 'assignment', 'with', 'his', 'handler', 'Augustus', 'Gibbons.']"
A Good Day to Die Hard,2013,98,5.2,212288,28.0,67350000.0,"['Action', ' Thriller']",R,['John Moore'],"['Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Mary Elizabeth Winstead']","['John', 'McClane', 'travels', 'to', 'Russia', 'to', 'help', 'out', 'his', 'seemingly', 'wayward', 'son,', 'Jack,', 'only', 'to', 'discover', 'that', 'Jack', 'is', 'a', 'CIA', 'operative', 'working', 'undercover,', 'causing', 'the', 'father', 'and', 'son', 'to', 'team', 'up', 'against', 'underworld', 'forces.']"
Lost in Space,1998,130,5.2,74075,42.0,69120000.0,"['Action', ' Adventure', ' Family']",PG-13,['Stephen Hopkins'],"['Gary Oldman', 'William Hurt', 'Matt LeBlanc', 'Mimi Rogers']","['The', 'Robinson', 'family', 'was', 'going', 'into', 'space', 'to', 'fight', 'for', 'a', 'chance', 'for', 'humanity.', 'Now', 'they', 'are', 'fighting', 'to', 'live', 'long', 'enough', 'to', 'find', 'a', 'way', 'home.']"
Independence Day: Resurgence,2016,120,5.2,185773,32.0,103140000.0,"['Action', ' Adventure', ' Sci-Fi']",PG-13,['Roland Emmerich'],"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman', 'Maika Monroe']","['Two', 'decades', 'after', 'the', 'first', 'Independence', 'Day', 'invasion,', 'Earth', 'is', 'faced', 'with', 'a', 'new', 'extra-Solar', 'threat.', 'But', 'will', ""mankind's"", 'new', 'space', 'defenses', 'be', 'enough?']"
Friday the 13th Part VII: The New Blood,1988,88,5.2,40500,13.0,19170000.0,"['Horror', ' Thriller']",R,['John Carl Buechler'],"['Terry Kiser', 'Jennifer Banko', 'John Otrin', 'Susan Blu']","['Jason', 'Voorhees', 'is', 'accidentally', 'freed', 'from', 'his', 'watery', 'prison', 'by', 'a', 'telekinetic', 'teenager.', 'Now,', 'only', 'she', 'can', 'stop', 'him.']"
Alex Cross,2012,101,5.2,34998,30.0,25890000.0,"['Action', ' Crime', ' Mystery']",PG-13,['Rob Cohen'],"['Tyler Perry', 'Matthew Fox', 'Rachel Nichols', 'Edward Burns']","['A', 'homicide', 'detective', 'is', 'pushed', 'to', 'the', 'brink', 'of', 'his', 'moral', 'and', 'physical', 'limits', 'as', 'he', 'tangles', 'with', 'a', 'ferociously', 'skilled', 'hired', 'killer', 'who', 'specializes', 'in', 'torture', 'and', 'pain.']"
Color of Night,1994,121,5.2,25273,36.0,19720000.0,"['Drama', ' Mystery', ' Romance']",R,['Richard Rush'],"['Bruce Willis', 'Jane March', 'Rubén Blades', 'Lesley Ann Warren']","['A', 'color-blind', 'psychoanalyst', 'is', 'stalked', 'by', 'an', 'unknown', 'killer', 'after', 'taking', 'over', 'his', 'murdered', ""friend's"", 'therapy', 'group,', 'all', 'of', 'whom', 'have', 'a', 'connection', 'to', 'a', 'mysterious', 'young', 'woman', 'that', 'he', 'begins', 'having', 'intense', 'sexual', 'encounters', 'with.']"
The Lords of Salem,2012,101,5.2,31598,57.0,1160000.0,"['Horror', ' Thriller']",R,['Rob Zombie'],"['Sheri Moon Zombie', 'Meg Foster', 'Bruce Davison', 'Jeff Daniel Phillips']","['Radio', 'DJ', 'Heidi', 'is', 'sent', 'a', 'box', 'containing', 'a', 'record--a', '""gift', 'from', 'the', 'Lords"".', 'The', 'sounds', 'within', 'the', 'grooves', 'trigger', 'flashbacks', 'of', 'her', ""town's"", 'violent', 'past.', 'Is', 'Heidi', 'going', 'mad,', 'or', 'are', 'the', 'Lords', 'back', 'to', 'take', 'revenge', 'on', 'Salem,', 'Massachusetts?']"
Mighty Morphin Power Rangers,1995,95,5.2,29445,40.0,38190000.0,"['Action', ' Adventure', ' Family']",PG,['Bryan Spicer'],"['Karan Ashley', 'Johnny Yong Bosch', 'Steve Cardenas', 'Jason David Frank']","['A', 'giant', 'egg', 'is', 'unearthed', 'at', 'a', 'construction', 'site', 'and', 'soon', 'opened,', 'releasing', 'the', 'terrible', 'Ivan', 'Ooze,', 'who', 'wreaks', 'vengeance', 'on', 'Zordon', 'for', 'imprisoning', 'him', 'millennia', 'ago.', 'With', 'Zordon', 'dying', 'and', 'their', 'powers', 'lost,', 'the', 'Rangers', 'head', 'to', 'a', 'distant', 'planet', 'to', 'find', 'the', 'mystic', 'warrior', 'Dulcea.']"
Dominion: Prequel to the Exorcist,2005,117,5.2,12731,55.0,250000.0,"['Drama', ' Horror', ' Thriller']",R,['Paul Schrader'],"['Stellan Skarsgård', 'Gabriel Mann', 'Clara Bellar', 'Billy Crawford']","['Years', 'before', 'Father', 'Lankester', 'Merrin', 'helped', 'save', 'Regan', ""MacNeil's"", 'soul,', 'he', 'first', 'encounters', 'the', 'demon', 'Pazuzu', 'in', 'East', 'Africa.', ""Merrin's"", 'initial', 'battle', 'with', 'Pazuzu', 'leads', 'to', 'the', 'rediscovery', 'of', 'his', 'faith.']"
Zookeeper,2011,102,5.2,64006,30.0,80360000.0,"['Comedy', ' Family', ' Fantasy']",PG,['Frank Coraci'],"['Kevin James', 'Rosario Dawson', 'Leslie Bibb', 'Ken Jeong']","['A', 'group', 'of', 'zoo', 'animals', 'decide', 'to', 'break', 'their', 'code', 'of', 'silence', 'in', 'order', 'to', 'help', 'their', 'lovable', 'zookeeper', 'find', 'love,', 'without', 'opting', 'to', 'leave', 'his', 'current', 'job', 'for', 'something', 'more', 'illustrious.']"
Child's Play 3,1991,90,5.2,44551,27.0,14960000.0,"['Horror', ' Thriller']",R,['Jack Bender'],"['Justin Whalin', 'Perrey Reeves', 'Jeremy Sylvers', 'Travis Fine']","['Chucky', 'returns', 'for', 'revenge', 'against', 'Andy,', 'the', 'young', 'boy', 'who', 'defeated', 'him,', 'and', 'now', 'a', 'teenager', 'living', 'in', 'a', 'military', 'academy.']"
Flatliners,2017,109,5.2,49771,27.0,16880000.0,"['Drama', ' Horror', ' Mystery']",PG-13,['Niels Arden Oplev'],"['Elliot Page', 'Diego Luna', 'Nina Dobrev', 'James Norton']","['Five', 'medical', 'students,', 'obsessed', 'by', 'what', 'lies', 'beyond', 'the', 'confines', 'of', 'life,', 'embark', 'on', 'a', 'daring', 'experiment:', 'by', 'stopping', 'their', 'hearts', 'for', 'short', 'periods,', 'each', 'triggers', 'a', 'near-death', 'experience', '-', 'giving', 'them', 'a', 'firsthand', 'account', 'of', 'the', 'afterlife.']"
The First Purge,2018,97,5.2,68162,54.0,69490000.0,"['Action', ' Horror', ' Sci-Fi']",R,['Gerard McMurray'],"[""Y'lan Noel"", 'Lex Scott Davis', 'Joivan Wade', 'Steve Harris']","[""America's"", 'third', 'political', 'party,', 'the', 'New', 'Founding', 'Fathers', 'of', 'America,', 'comes', 'to', 'power', 'and', 'conducts', 'an', 'experiment:', 'no', 'laws', 'for', '12', 'hours', 'on', 'Staten', 'Island.', 'No', 'one', 'has', 'to', 'stay', 'on', 'the', 'island,', 'but', '$5,000', 'is', 'given', 'to', 'anyone', 'who', 'does.']"
Rough Night,2017,101,5.2,54702,51.0,22110000.0,['Comedy'],R,['Lucia Aniello'],"['Scarlett Johansson', 'Kate McKinnon', 'Zoë Kravitz', 'Ilana Glazer']","['Things', 'go', 'terribly', 'wrong', 'for', 'a', 'group', 'of', 'girlfriends', 'who', 'hire', 'a', 'male', 'stripper', 'for', 'a', 'bachelorette', 'party', 'in', 'Miami.']"
Shutter,2008,85,5.2,36777,37.0,25930000.0,"['Horror', ' Mystery', ' Thriller']",PG-13,['Masayuki Ochiai'],"['Joshua Jackson', 'Rachael Taylor', 'James Kyson', 'Megumi Okina']","['A', 'newly', 'married', 'couple', 'discovers', 'disturbing,', 'ghostly', 'images', 'in', 'photographs', 'they', 'develop', 'after', 'a', 'tragic', 'accident.', 'Fearing', 'the', 'manifestations', 'may', 'be', 'connected,', 'they', 'investigate', 'and', 'learn', 'that', 'some', 'mysteries', 'are', 'better', 'left', 'unsolved.']"
Riding the Bullet,2004,98,5.2,10500,37.0,100000.0,"['Horror', ' Thriller']",R,['Mick Garris'],"['Jonathan Jackson', 'David Arquette', 'Barbara Hershey', 'Cliff Robertson']","['When', 'a', 'man', 'finds', 'out', 'his', 'mother', 'is', 'dying', 'and', 'tries', 'to', 'hitchhike', 'his', 'way', 'to', 'the', 'hospital,', 'he', 'is', 'picked', 'up', 'by', 'a', 'stranger', 'with', 'a', 'deadly', 'secret.']"
Big Momma's House,2000,99,5.2,89117,33.0,117560000.0,"['Action', ' Comedy', ' Crime']",PG-13,['Raja Gosnell'],"['Martin Lawrence', 'Nia Long', 'Paul Giamatti', 'Jascha Washington']","['In', 'order', 'to', 'protect', 'a', 'beautiful', 'woman', 'and', 'her', 'son', 'from', 'a', 'robber,', 'a', 'male', 'FBI', 'agent', 'disguises', 'himself', 'as', 'a', 'large', 'grandmother.']"
The Possession of Hannah Grace,2018,86,5.2,24814,37.0,14840000.0,"['Horror', ' Mystery', ' Thriller']",R,['Diederik Van Rooijen'],"['Shay Mitchell', 'Grey Damon', 'Kirby Johnson', 'Nick Thune']","['When', 'a', 'cop', 'who', 'is', 'just', 'out', 'of', 'rehab', 'takes', 'the', 'graveyard', 'shift', 'in', 'a', 'city', 'hospital', 'morgue,', 'she', 'faces', 'a', 'series', 'of', 'bizarre,', 'violent', 'events', 'caused', 'by', 'an', 'evil', 'entity', 'in', 'one', 'of', 'the', 'corpses.']"
The Strangers: Prey at Night,2018,85,5.2,33258,48.0,24430000.0,['Horror'],R,['Johannes Roberts'],"['Christina Hendricks', 'Martin Henderson', 'Bailee Madison', 'Lewis Pullman']","['A', 'family', 'of', 'four', 'staying', 'at', 'a', 'secluded', 'mobile', 'home', 'park', 'for', 'the', 'night', 'are', 'stalked', 'and', 'then', 'hunted', 'by', 'three', 'masked', 'psychopaths.']"
Jungle 2 Jungle,1997,105,5.2,25420,42.0,59930000.0,"['Comedy', ' Family']",PG,['John Pasquin'],"['Tim Allen', 'Martin Short', 'JoBeth Williams', 'Lolita Davidovich']","['A', 'man', 'learns', 'he', 'has', 'a', 'thirteen-year-old', 'son', 'who', 'was', 'raised', 'in', 'the', 'jungle', 'and', 'brings', 'the', 'boy', 'to', 'New', 'York', 'City,', 'turning', 'his', 'life', 'upside', 'down', 'in', 'the', 'process.']"
Malibu's Most Wanted,2003,86,5.2,20506,43.0,34310000.0,"['Comedy', ' Crime']",PG-13,['John Whitesell'],"['Jamie Kennedy', ""Ryan O'Neal"", 'Blair Underwood', 'Taye Diggs']","['A', 'senator', 'arranges', 'for', 'his', 'son,', 'a', 'rich', 'white', 'kid', 'who', 'fancies', 'himself', 'black,', 'to', 'be', 'kidnapped', 'by', 'a', 'couple', 'of', 'black', 'actors', 'pretending', 'to', 'be', 'murderers', 'to', 'try', 'and', 'shock', 'him', 'out', 'of', 'his', 'plans', 'to', 'become', 'a', 'rapper.']"
Smokey and the Bandit II,1980,100,5.2,17147,41.0,66129999.99999999,"['Action', ' Adventure', ' Comedy']",PG,['Hal Needham'],"['Burt Reynolds', 'Jackie Gleason', 'Jerry Reed', 'Dom DeLuise']","['The', 'Bandit', 'goes', 'on', 'another', 'cross-country', 'run,', 'transporting', 'an', 'elephant', 'from', 'Florida', 'to', 'Texas.', 'And,', 'once', 'again,', 'Sheriff', 'Buford', 'T.', 'Justice', 'is', 'on', 'his', 'tail.']"
The Transporter Refueled,2015,96,5.2,43839,32.0,16030000.000000002,"['Action', ' Thriller']",PG-13,['Camille Delamarre'],"['Ed Skrein', 'Loan Chabanol', 'Ray Stevenson', 'Lenn Kudrjawizki']","['In', 'the', 'south', 'of', 'France,', 'former', 'special-ops', 'mercenary', 'Frank', 'Martin', 'enters', 'into', 'a', 'game', 'of', 'chess', 'with', 'a', 'femme-fatale', 'and', 'her', 'three', 'sidekicks', 'who', 'are', 'looking', 'for', 'revenge', 'against', 'a', 'sinister', 'Russian', 'kingpin.']"
Apollo 18,2011,86,5.2,57163,24.0,17690000.0,"['Horror', ' Mystery', ' Sci-Fi']",PG-13,['Gonzalo López-Gallego'],"['Warren Christie', 'Lloyd Owen', 'Ryan Robbins', 'Michael Kopsa']","['Decades-old', 'found', 'footage', 'from', ""NASA's"", 'abandoned', 'Apollo', '18', 'mission,', 'where', 'three', 'American', 'astronauts', 'were', 'sent', 'on', 'a', 'secret', 'expedition,', 'reveals', 'the', 'reason', 'the', 'U.S.', 'has', 'never', 'returned', 'to', 'the', 'moon.']"
The Wild,2006,82,5.2,27108,47.0,37380000.0,"['Animation', ' Adventure', ' Comedy']",G,"[""Steve 'Spaz' Williams""]","['Kiefer Sutherland', 'Jim Belushi', 'Eddie Izzard', 'Janeane Garofalo']","['An', 'adolescent', 'lion', 'is', 'accidentally', 'shipped', 'from', 'the', 'New', 'York', 'Zoo', 'to', 'Africa.', 'Now', 'running', 'free,', 'his', 'zoo', 'pals', 'must', 'put', 'aside', 'their', 'differences', 'to', 'help', 'bring', 'him', 'back.']"
The Lazarus Effect,2015,83,5.2,45346,31.0,25800000.0,"['Horror', ' Mystery', ' Sci-Fi']",PG-13,['David Gelb'],"['Olivia Wilde', 'Mark Duplass', 'Evan Peters', 'Sarah Bolger']","['A', 'group', 'of', 'medical', 'researchers', 'discover', 'a', 'way', 'to', 'bring', 'dead', 'patients', 'back', 'to', 'life.']"
Ready to Wear,1994,133,5.2,15695,48.0,11300000.0,"['Comedy', ' Drama']",R,['Robert Altman'],"['Sophia Loren', 'Julia Roberts', 'Marcello Mastroianni', 'Jean-Pierre Cassel']","['A', 'chronicle', 'of', 'the', 'interconnected', 'lives', 'of', 'a', 'group', 'of', 'people', 'in', 'the', 'lead', 'up', 'to', 'Paris', 'Fashion', 'Week.']"
King Solomon's Mines,1985,100,5.2,14528,29.0,15060000.0,"['Action', ' Adventure', ' Comedy']",PG-13,['J. Lee Thompson'],"['Richard Chamberlain', 'Sharon Stone', 'Herbert Lom', 'John Rhys-Davies']","['Fortune', 'hunter', 'Allan', 'Quatermain', 'teams', 'up', 'with', 'a', 'resourceful', 'woman', 'to', 'help', 'her', 'find', 'her', 'missing', 'father', 'lost', 'in', 'the', 'wilds', 'of', '1900s', 'Africa', 'while', 'being', 'pursued', 'by', 'hostile', 'tribes', 'and', 'a', 'rival', 'German', 'explorer.']"
Superstar,1999,81,5.2,20064,42.0,30630000.0,"['Comedy', ' Romance']",PG-13,['Bruce McCulloch'],"['Molly Shannon', 'Will Ferrell', 'Elaine Hendrix', 'Harland Williams']","['A', 'nerdy', 'Catholic', 'schoolgirl,', 'Mary', 'Katherine', 'Gallagher,', 'dreams', 'of', 'superstardom.']"
Simply Irresistible,1999,96,5.2,14686,27.0,4390000.0,"['Comedy', ' Drama', ' Fantasy']",PG-13,['Mark Tarlov'],"['Sarah Michelle Gellar', 'Sean Patrick Flanery', 'Patricia Clarkson', 'Dylan Baker']","['A', 'magical', 'crab', 'works', 'wonders', 'for', 'a', 'terrible', ""chef's"", 'culinary', 'skills,', 'leading', 'her', 'towards', 'the', 'man', 'of', 'her', 'dreams.']"
My Super Ex-Girlfriend,2006,96,5.2,66223,50.0,22530000.0,"['Comedy', ' Romance', ' Sci-Fi']",PG-13,['Ivan Reitman'],"['Uma Thurman', 'Luke Wilson', 'Anna Faris', 'Rainn Wilson']","['When', 'a', 'regular', 'guy', 'dumps', 'a', 'superhero', 'for', 'her', 'neediness,', 'she', 'uses', 'her', 'powers', 'to', 'make', 'his', 'life', 'a', 'living', 'hell.']"
Clockstoppers,2002,94,5.2,14905,40.0,36990000.0,"['Action', ' Adventure', ' Comedy']",PG,['Jonathan Frakes'],"['Jesse Bradford', 'French Stewart', 'Paula Garcés', 'Michael Biehn']","['A', 'teenager', 'accidentally', 'activates', 'a', 'machine', 'that', 'enables', 'him', 'to', 'speed', 'up', 'his', 'body', 'so', 'that', 'other', 'people', 'seem', 'to', 'be', 'standing', 'still.']"
Friend Request,2016,92,5.2,27456,31.0,3760000.0,"['Horror', ' Mystery', ' Thriller']",R,['Simon Verhoeven'],"['Alycia Debnam-Carey', 'William Moseley', 'Connor Paolo', 'Brit Morgan']","['When', 'a', 'college', 'student', 'unfriends', 'a', 'mysterious', 'girl', 'online,', 'she', 'finds', 'herself', 'fighting', 'a', 'demonic', 'presence', 'that', 'wants', 'to', 'make', 'her', 'lonely', 'by', 'killing', 'her', 'closest', 'friends.']"
The Bag Man,2014,108,5.2,16900,28.0,50000.0,"['Action', ' Crime', ' Drama']",R,['David Grovic'],"['John Cusack', 'Rebecca Da Costa', 'Robert De Niro', 'Crispin Glover']","['A', 'criminal', 'bides', 'his', 'time', 'at', 'a', 'seedy', 'motel,', 'waiting', 'for', 'his', 'boss', 'after', 'killing', 'several', 'men', 'and', 'making', 'away', 'with', 'a', 'mystery', 'bag.']"
Sherlock Gnomes,2018,86,5.2,13514,36.0,43240000.0,"['Animation', ' Adventure', ' Comedy']",PG,['John Stevenson'],"['Johnny Depp', 'James McAvoy', 'Emily Blunt', 'Kelly Asbury']","['Garden', 'gnomes,', 'Gnomeo', '(James', 'McAvoy)', 'and', 'Juliet', '(Emily', 'Blunt),', 'recruit', 'renowned', 'detective', 'Sherlock', 'Gnomes', '(Johnny', 'Depp)', 'to', 'investigate', 'the', 'mysterious', 'disappearance', 'of', 'other', 'garden', 'ornaments.']"
Silent House,2011,86,5.2,23934,49.0,12560000.0,"['Horror', ' Thriller']",R,"['Chris Kentis', 'Laura Lau']","['Elizabeth Olsen', 'Adam Trese', 'Eric Sheffer Stevens', 'Julia Chan']","['A', 'girl', 'is', 'trapped', 'inside', 'her', ""family's"", 'lakeside', 'retreat', 'and', 'becomes', 'unable', 'to', 'contact', 'the', 'outside', 'world', 'as', 'supernatural', 'forces', 'haunt', 'the', 'house', 'with', 'mysterious', 'energy', 'and', 'consequences.']"
